1502,0,1406,1,1532,2,33,3
355,1,724,2,1659,0,77,2
130,2,839,2,1457,2,16,2
327,0,1251,2,427,1,86,2
446,1,391,2,1431,0,58,3
585,2,1559,1,766,2,95,3
47,2,448,1,1267,1,56,3
1187,2,850,1,847,2,80,1
128,0,620,0,139,2,99,1
1929,2,303,2,1552,0,18,3
1702,1,1213,2,1817,2,43,1
334,0,357,1,332,2,44,2
1236,1,1326,0,1235,0,87,1
1294,2,177,2,1348,1,26,3
336,2,387,0,195,2,99,3
1863,0,1457,2,1443,2,69,3
283,2,1374,2,886,2,18,2
705,2,370,0,175,2,22,1
520,1,1379,0,185,2,50,2
928,0,1875,2,814,1,29,3
1947,2,1625,1,1263,0,24,1
1326,0,700,0,1997,2,88,2
1170,2,1718,1,917,1,15,1
1425,1,282,1,1410,2,80,2
1515,0,953,0,367,0,45,2
902,2,1258,2,1058,2,15,1
1772,1,1421,0,983,0,54,3
1627,2,944,1,256,2,24,2
1290,2,655,1,180,0,97,3
1612,0,192,0,1275,1,43,1
1856,0,1526,1,1042,1,99,1
1521,1,156,0,981,2,70,1
109,0,1583,2,592,0,23,1
1118,2,1307,0,1375,1,20,1
49,0,828,0,1667,1,50,1
102,0,1905,2,65,0,34,3
1135,1,1677,0,1261,1,90,1
1211,0,1374,2,318,2,65,2
224,0,333,0,992,0,52,1
1366,0,3,1,33,1,96,2
680,1,1719,2,1995,2,87,2
1666,2,982,0,584,0,56,3
1000,2,1824,1,1987,1,85,2
1577,2,913,0,1663,0,27,1
1182,1,186,2,72,1,17,2
1271,1,319,0,716,2,33,1
1345,1,810,2,173,1,58,2
1129,1,1236,1,1161,1,45,2
1003,2,1446,1,617,1,74,2
1137,0,882,0,794,2,89,3
775,0,18,0,1484,1,30,2
1952,2,1939,0,1979,2,64,3
1503,1,1470,2,1459,0,62,2
1854,0,1787,2,110,2,76,3
315,2,306,1,1359,2,73,1
1681,1,560,1,718,0,49,1
907,1,47,2,1089,2,17,2
347,2,1079,0,1555,2,90,2
125,1,938,1,726,2,34,3
1011,2,742,2,917,1,41,2
959,2,395,0,1302,0,25,3
1437,1,338,2,1053,0,96,2
837,0,1077,1,477,0,53,2
1293,0,400,0,1552,0,61,2
1337,2,403,2,947,2,29,1
132,2,1568,2,1078,1,91,1
973,0,1656,1,5,2,53,2
1361,2,165,2,1229,0,65,2
796,2,596,2,250,0,20,1
778,1,449,1,568,0,68,1
807,1,1224,2,728,2,71,1
486,0,227,0,427,1,62,1
21,0,1005,2,1539,2,28,3
663,2,1727,0,54,0,91,2
1735,2,1699,2,1881,2,33,1
930,2,1906,2,154,0,76,2
1710,0,1621,2,1964,1,67,2
1106,2,1950,2,1022,2,28,2
461,0,1798,1,452,1,46,1
611,2,1288,0,625,1,44,1
1182,1,1454,1,295,2,56,3
144,2,513,0,146,2,17,2
1737,2,555,2,1356,0,97,2
440,0,1082,1,1426,0,100,3
1752,2,1593,1,1855,1,92,1
1173,0,869,0,1589,1,21,2
862,1,204,2,569,0,92,1
647,2,344,1,33,1,96,1
199,0,666,2,1094,1,78,1
1166,1,419,2,1953,1,32,1
1892,2,312,2,1261,1,33,1
332,2,1269,2,1876,1,67,3
316,1,1321,1,1111,1,46,1
950,1,1671,0,1519,1,70,1
1506,1,1817,2,1390,1,40,3
407,0,1484,1,1846,1,97,3
1361,2,1561,2,384,1,79,2
773,2,1255,0,1027,2,36,1
1037,1,884,1,9,1,55,2
369,0,1636,2,304,0,84,2
2000,2,575,2,645,0,66,3
427,1,1418,1,1175,0,84,2
1648,1,1597,1,741,2,48,2
1393,2,1636,2,1423,2,55,3
496,0,1490,1,49,0,61,1
1461,1,1338,0,1291,0,51,3
1961,2,536,1,1908,2,29,3
570,0,1220,2,384,1,99,2
347,2,788,0,887,2,24,1
559,1,116,1,1039,0,54,1
265,1,53,1,473,1,85,3
1417,2,636,0,1780,1,37,2
1247,0,493,2,508,2,45,2
1249,2,397,0,157,0,88,1
922,2,1848,2,229,2,57,3
1767,1,345,2,223,0,18,2
1284,2,1390,1,472,2,86,1
1841,1,774,0,674,2,87,3
1410,2,334,0,355,1,63,3
735,2,1112,2,867,2,49,1
1416,1,383,1,71,1,24,2
938,1,1519,1,1678,1,26,3
1506,1,1315,0,544,0,28,1
496,0,1025,1,828,0,100,3
1977,1,650,1,278,0,66,3
24,2,876,2,766,2,76,2
150,2,191,0,672,2,53,1
1863,0,1344,2,906,2,77,3
1920,2,1230,2,1711,1,42,3
1716,0,600,1,374,2,96,2
579,1,1531,1,181,0,42,1
1233,2,1931,2,1921,1,61,3
1433,1,753,0,1958,0,43,2
681,2,1496,1,1791,2,55,2
475,1,1662,0,922,2,18,3
203,0,791,1,1996,1,75,3
1535,2,1353,0,1757,1,61,2
601,0,25,2,1003,2,62,1
720,1,1122,2,306,1,38,2
412,2,846,2,151,2,28,3
527,1,645,0,1205,1,87,1
646,1,1392,2,208,1,29,3
633,1,1147,2,1257,0,37,3
174,2,652,1,1071,2,46,1
636,0,1648,1,954,1,38,1
498,2,1520,1,1553,2,67,3
1308,1,326,0,1949,2,38,3
665,0,554,0,1642,2,16,1
69,1,1704,1,132,2,26,2
1795,1,1629,1,1673,1,69,3
673,1,613,2,770,2,79,1
581,1,1561,2,1206,2,48,3
325,2,1633,0,909,2,27,1
1395,0,714,1,291,2,67,3
1812,1,824,0,1530,2,85,3
807,1,1805,0,1368,2,66,3
1566,1,1873,1,245,0,57,2
91,1,737,0,793,2,28,1
1038,2,1899,0,134,0,20,2
421,2,1634,1,1861,1,20,3
1890,0,551,1,946,2,51,1
467,2,1953,1,165,2,53,3
1804,1,1654,1,1339,2,66,2
495,0,951,0,210,0,73,2
420,1,1856,0,1578,1,17,2
882,0,1444,1,905,2,95,3
404,0,1264,2,1974,0,36,3
728,2,1880,0,462,0,73,2
43,0,1213,2,607,0,34,1
1573,2,1328,2,567,0,60,3
1026,0,605,1,1387,2,96,2
1088,1,1867,1,566,0,34,2
1259,0,612,0,516,2,15,1
1294,2,1040,0,342,1,15,3
795,2,1930,2,556,1,69,2
1564,2,1430,2,755,1,52,3
67,1,1039,0,1180,0,39,1
554,0,1805,0,690,0,24,2
1574,1,1868,0,407,0,40,1
258,2,883,1,984,2,80,1
1394,2,937,1,1425,1,100,1
873,1,14,2,851,2,62,2
1224,2,601,0,1619,0,20,2
1510,2,989,1,1709,2,38,1
1516,0,191,0,1363,0,91,2
748,2,532,2,1847,1,72,2
1099,2,1878,0,1733,2,89,3
304,0,809,0,492,2,64,2
910,0,1379,0,928,0,61,3
955,2,829,2,956,0,34,3
148,1,510,0,1227,1,43,2
1380,0,1613,2,795,2,68,2
1225,0,1047,2,1861,1,64,1
1090,2,1484,1,297,0,92,3
1619,0,310,2,1357,2,34,2
279,1,202,2,1776,0,25,3
35,1,1430,2,266,2,25,2
956,0,562,0,875,0,22,1
1389,0,1449,2,679,1,30,2
185,2,1147,2,1819,0,29,1
1780,1,923,0,1625,1,65,1
1366,0,241,2,577,0,59,2
765,1,1664,0,1777,0,51,2
1801,2,259,0,25,2,34,1
145,0,635,0,1591,2,93,2
308,2,438,1,1051,1,97,3
1260,2,1843,1,1693,2,18,1
49,0,822,0,1976,1,17,1
319,0,1484,1,494,1,24,3
589,1,1620,1,1466,2,42,3
256,2,487,0,1654,1,79,1
1411,0,1166,1,1370,0,68,2
1923,1,1164,0,865,1,30,2
1927,2,273,2,48,2,72,3
1165,1,991,0,215,0,86,1
1137,0,79,1,1730,1,92,2
1150,2,842,1,1614,2,75,1
808,1,652,1,1802,2,84,2
1835,1,460,2,1009,2,42,2
1486,0,1639,2,369,0,75,2
798,0,976,0,1813,0,73,2
1370,0,1892,2,762,1,24,2
392,0,1081,2,950,1,29,1
1175,0,1504,0,1905,2,43,3
993,1,1294,2,1364,2,79,3
616,2,903,2,1225,0,76,1
689,2,31,0,878,2,26,2
820,0,1057,0,649,0,99,1
1552,0,1142,2,1006,2,89,3
84,0,1282,1,471,2,25,3
103,0,31,0,1132,2,89,2
107,2,29,1,1000,2,51,3
1829,2,844,2,1358,2,27,2
957,2,1063,0,1914,1,36,2
1009,2,860,0,523,2,63,2
1558,1,1358,2,164,1,24,3
1419,1,1694,2,1504,0,72,3
1139,1,1325,2,284,1,94,2
799,0,340,0,1623,1,67,3
693,1,1965,2,947,2,89,2
56,1,321,1,1699,2,63,3
57,0,823,1,991,0,59,3
1547,2,1536,2,781,1,79,3
1824,1,114,2,373,0,67,1
1399,0,839,2,1535,2,21,1
156,0,1728,1,1831,2,82,1
979,2,509,1,561,1,56,2
514,1,399,1,1775,2,67,3
283,2,242,1,1655,1,45,3
1005,2,1786,2,365,2,79,1
1657,0,1412,0,1147,2,37,2
1726,0,1325,2,1418,1,21,3
1996,1,1750,1,1277,2,24,2
1447,2,14,2,990,0,84,2
1906,2,605,1,1144,1,59,3
1233,2,215,0,820,0,33,3
1181,1,695,1,1838,0,61,1
1229,0,1084,2,345,2,54,3
225,0,873,1,535,1,32,1
684,2,955,2,251,1,28,1
559,1,1768,1,472,2,52,1
1409,2,102,0,148,1,91,1
211,1,1168,2,163,0,71,3
1521,1,1793,2,1807,0,54,1
799,0,1277,2,54,0,62,3
1345,1,1604,2,70,1,69,3
1724,2,1707,0,638,0,42,2
2,2,732,1,3,1,24,3
462,0,1828,2,178,0,86,1
1904,2,701,0,1547,2,34,2
814,1,796,2,204,2,20,1
338,2,1879,2,399,1,94,3
1586,1,50,2,1431,0,51,1
882,0,599,1,184,2,70,3
503,0,660,0,240,1,54,1
1083,0,1266,0,1719,2,74,3
335,2,1658,0,1920,2,39,1
232,2,1217,0,1052,0,88,2
1056,2,459,2,181,0,73,2
1684,2,1479,2,120,0,64,3
1849,0,609,0,559,1,85,2
1729,1,433,0,536,1,72,2
972,0,291,2,446,1,23,2
1019,2,38,1,962,2,76,2
558,1,1907,0,1809,1,68,2
1670,0,1456,0,1373,1,51,1
505,0,214,1,1832,0,75,1
702,2,1083,0,626,1,49,3
1037,1,742,2,821,1,50,2
444,2,1206,2,460,2,30,1
339,0,258,2,856,2,70,2
86,0,836,2,62,1,46,3
1722,1,1390,1,402,1,100,1
514,1,843,2,1804,1,89,2
1352,2,742,2,948,1,82,2
88,1,1692,2,1537,2,23,1
1232,2,566,0,1464,0,41,2
751,0,1704,1,1550,1,22,2
52,2,223,0,249,0,21,3
1211,0,1070,0,958,1,51,3
1710,0,738,2,1332,2,21,2
158,2,249,0,721,1,94,2
163,0,580,2,151,2,68,3
50,2,556,1,1018,2,41,3
1225,0,1560,1,1432,2,86,3
279,1,1689,0,205,2,50,2
1500,1,138,2,72,1,88,3
1372,2,94,0,545,2,18,3
292,1,385,1,800,1,43,1
1258,2,1405,2,390,2,50,2
1242,2,592,0,1231,2,66,2
300,2,1331,2,787,0,29,2
380,2,1438,1,1765,0,48,2
631,0,1592,1,1665,1,16,2
555,2,1412,0,1293,0,76,3
1165,1,1567,2,1650,0,16,1
231,1,901,0,1417,2,96,3
511,2,1766,2,505,0,73,1
676,2,484,1,958,1,71,2
1332,2,1564,2,25,2,79,1
682,1,504,0,1750,1,96,3
197,0,1050,0,1542,2,66,3
1981,2,777,1,1021,2,50,1
510,0,868,0,994,0,66,1
1002,0,367,0,1749,1,38,2
599,1,1505,2,1976,1,73,2
256,2,290,1,1741,1,74,2
408,2,1261,1,1126,1,88,2
1522,0,695,1,1064,1,16,1
357,1,459,2,755,1,93,2
875,0,199,0,862,1,43,3
1061,0,1059,1,1028,0,80,1
789,0,252,0,30,1,33,3
1439,0,241,2,194,1,83,2
301,0,220,0,685,0,99,1
785,0,1504,0,1778,0,59,2
1583,2,421,2,878,2,97,1
1992,1,1754,2,512,0,69,3
169,1,115,0,150,2,96,2
359,0,246,2,827,1,92,2
854,1,1034,2,378,0,72,3
334,0,482,1,229,2,43,3
1985,2,299,0,847,2,23,1
1181,1,172,1,272,0,79,3
1498,2,44,0,641,2,99,2
1390,1,922,2,464,2,33,1
1722,1,1368,2,1454,1,64,2
1639,2,1144,1,1000,2,26,2
1189,2,943,0,278,0,96,2
617,1,97,2,1792,0,63,3
257,2,280,2,1217,0,84,3
1812,1,1612,0,1713,1,76,3
1264,2,1043,1,1451,0,65,2
1771,0,1168,2,1034,2,69,3
1427,2,1899,0,712,2,48,1
322,2,714,1,1262,2,68,3
875,0,453,1,153,2,29,1
31,0,1652,2,1309,2,69,3
736,2,540,0,604,2,81,3
171,2,971,0,1625,1,37,1
1057,0,153,2,712,2,50,3
1943,0,1627,2,1092,0,62,3
1603,1,1182,1,426,2,90,1
796,2,1302,0,469,0,32,3
380,2,1210,2,485,2,69,2
602,2,1929,2,455,0,22,3
1852,0,766,2,1756,2,71,3
805,0,781,1,1529,0,92,3
1085,0,1996,1,722,2,46,3
61,0,481,2,325,2,96,3
895,1,1166,1,1173,0,38,2
1807,0,100,0,986,2,47,1
178,0,1000,2,1951,0,16,3
329,0,170,0,1829,2,60,1
51,2,33,1,21,0,30,2
593,2,1967,2,914,1,38,2
184,2,315,2,804,0,99,1
1301,0,871,1,1627,2,17,1
565,2,1445,1,1507,1,68,1
336,2,19,1,1737,2,25,1
1847,1,1444,1,1404,2,59,3
1018,2,219,2,908,2,69,1
574,0,1541,2,969,1,30,3
1041,1,1294,2,716,2,93,2
1290,2,1389,0,1767,1,44,1
636,0,296,0,1207,0,94,1
4,0,1873,1,691,2,44,2
1486,0,1961,2,115,0,17,2
1995,2,1046,2,101,2,85,2
357,1,1881,2,1866,1,69,2
577,0,1782,1,263,2,45,1
1788,0,236,1,1278,1,17,2
1170,2,1148,0,1637,1,18,3
1411,0,912,1,1759,2,42,2
192,0,1744,2,513,0,15,1
1679,0,1979,2,1990,2,74,3
950,1,219,2,20,0,82,1
1802,2,1293,0,1561,2,17,3
1494,0,1587,0,523,2,37,3
1343,2,843,2,665,0,80,1
1047,2,1511,2,417,0,77,2
998,1,909,2,424,2,94,3
1146,1,213,2,1166,1,46,3
930,2,1836,2,1411,0,31,3
193,1,1052,0,445,0,19,2
259,0,335,2,1961,2,89,1
502,2,1105,0,649,0,76,1
1991,2,1914,1,1907,0,48,1
1140,1,1928,1,50,2,58,3
1792,0,581,1,11,2,21,3
1902,1,1622,1,1868,0,85,2
276,0,1030,2,666,2,91,1
532,2,1365,1,162,1,28,2
1769,0,439,0,1654,1,21,3
1720,2,1253,0,997,2,58,3
301,0,765,1,347,2,15,1
1836,2,1716,0,1348,1,85,3
549,0,566,0,1013,1,45,2
494,1,1361,2,1110,0,35,2
1242,2,546,0,283,2,92,1
1758,1,446,1,1096,1,32,2
1894,0,326,0,151,2,93,1
690,0,454,1,1517,1,87,1
871,1,1900,0,703,0,35,3
525,1,1153,2,1062,2,53,2
751,0,1983,2,808,1,59,1
317,2,337,1,863,0,19,1
219,2,1118,2,781,1,91,1
1287,2,372,0,967,2,87,3
1347,0,1591,2,428,2,41,1
271,2,1954,1,1906,2,93,3
272,0,1022,2,1096,1,41,3
306,1,670,1,1154,2,36,2
637,1,1493,1,396,1,84,1
1871,2,1802,2,1166,1,79,2
1981,2,1850,1,37,1,27,3
1747,1,1692,2,666,2,63,2
224,0,1278,1,1857,0,61,2
634,0,632,0,957,2,64,3
1515,0,1900,0,65,0,95,1
495,0,1095,2,497,0,54,1
1787,2,1393,2,1221,1,80,3
693,1,822,0,1902,1,64,2
80,0,1570,1,1521,1,28,2
1990,2,1083,0,1724,2,87,2
1704,1,522,1,1632,2,71,3
1397,0,871,1,27,0,77,1
110,2,225,0,1011,2,37,1
774,0,932,2,1873,1,86,3
159,1,1328,2,1589,1,33,2
1208,1,1280,1,1741,1,54,1
40,0,929,2,1017,2,80,1
1525,2,629,0,79,1,99,3
147,2,670,1,394,2,85,1
294,1,1939,0,1548,0,35,2
606,1,1989,1,1661,2,55,2
60,2,757,1,200,0,36,3
784,2,1176,2,1270,0,58,3
1666,2,1096,1,157,0,44,1
699,1,405,1,1517,1,29,3
1180,0,1987,1,1743,0,40,3
1941,2,1248,0,620,0,68,1
688,2,466,2,127,0,21,2
259,0,1687,1,437,1,75,1
1274,0,9,1,888,1,17,1
282,1,509,1,233,2,89,2
1001,1,1765,0,572,2,35,2
1844,2,1946,0,1784,1,81,2
80,0,679,1,459,2,80,3
214,1,889,1,1488,1,73,1
826,1,1085,0,35,1,68,3
1295,0,1731,2,940,0,47,3
1955,0,1747,1,1853,1,69,3
1139,1,1742,1,1980,0,22,3
1255,0,1881,2,837,0,78,2
1105,0,418,2,588,0,40,3
22,0,1448,0,203,0,67,1
543,2,1364,2,901,0,43,3
646,1,1262,2,154,0,48,1
963,2,742,2,370,0,33,2
1335,0,1134,0,1487,1,96,3
392,0,1135,1,669,1,56,2
709,2,18,0,1670,0,66,3
240,1,1431,0,323,1,71,1
1273,1,1936,2,235,1,91,2
396,1,914,1,1555,2,71,3
228,1,680,1,65,0,20,1
1981,2,949,1,243,1,91,1
558,1,1133,1,758,1,94,2
1396,1,269,2,850,1,49,3
300,2,1355,0,1248,0,53,2
726,2,216,2,212,1,56,1
1939,0,1999,1,385,1,62,2
1626,0,1929,2,131,0,96,2
1566,1,1238,1,658,0,41,3
1407,0,1064,1,1722,1,87,1
299,0,974,0,1020,1,93,1
758,1,1679,0,684,2,55,3
1200,1,1445,1,1785,2,68,2
1949,2,838,1,1204,1,29,1
835,0,1523,1,885,1,40,2
1040,0,1815,1,282,1,100,2
170,0,1120,2,100,0,16,2
13,1,534,0,1465,0,41,2
172,1,460,2,685,0,66,3
685,0,872,1,1531,1,50,1
1654,1,720,1,577,0,30,2
499,0,535,1,1410,2,71,1
582,2,577,0,1331,2,76,3
750,0,1039,0,1631,1,34,1
811,0,1285,1,691,2,17,3
694,2,218,1,655,1,27,1
2000,2,49,0,1400,1,41,2
1952,2,1981,2,1400,1,96,1
1123,0,1209,1,105,1,88,2
1365,1,634,0,1337,2,75,1
965,1,10,2,1901,1,23,1
131,0,1313,0,926,2,49,2
1135,1,218,1,90,2,60,2
451,1,1424,2,697,1,51,1
1925,1,1194,1,369,0,64,2
1313,0,464,2,1688,0,51,3
1011,2,326,0,1631,1,30,2
529,1,40,0,1786,2,16,2
1119,2,798,0,445,0,59,2
1740,0,236,1,1584,1,60,1
102,0,923,0,1365,1,67,1
40,0,237,1,642,1,95,3
1040,0,12,2,694,2,19,3
1173,0,742,2,1525,2,24,1
1131,2,378,0,772,0,65,1
27,0,1677,0,1795,1,36,1
1710,0,1513,2,384,1,93,2
1604,2,861,0,14,2,68,2
1098,1,1193,0,115,0,23,3
738,2,973,0,1745,1,20,1
1533,1,1736,1,239,2,88,3
1550,1,379,1,550,0,95,1
1169,2,227,0,871,1,68,2
394,2,278,0,1238,1,83,1
10,2,564,0,906,2,25,3
632,0,124,0,1986,2,53,1
1956,0,1174,1,1017,2,16,3
1091,2,213,2,959,2,88,2
1560,1,1346,1,112,2,57,1
1906,2,1507,1,794,2,63,2
482,1,732,1,1404,2,47,3
1727,0,1076,2,1874,2,71,2
666,2,1645,0,1790,2,76,2
811,0,878,2,47,2,31,2
674,2,1398,1,998,1,80,1
733,1,39,1,1089,2,73,2
69,1,304,0,879,1,21,1
470,1,47,2,1159,0,89,3
1674,2,215,0,947,2,36,1
1108,0,1568,2,324,2,26,3
1098,1,849,0,1196,0,82,3
630,2,450,1,59,0,54,1
422,1,1411,0,137,2,45,3
1765,0,699,1,1489,1,47,3
596,2,432,0,1774,1,24,3
531,1,1531,1,1603,1,88,2
735,2,1448,0,985,2,58,1
1058,2,1436,0,846,2,84,3
541,0,1333,0,1167,2,62,3
1158,2,773,2,30,1,94,1
1720,2,1380,0,661,2,74,1
532,2,787,0,196,2,75,1
1601,1,200,0,793,2,16,3
871,1,1125,1,1652,2,30,3
727,2,578,2,865,1,59,1
694,2,1781,1,19,1,45,2
342,1,108,2,695,1,49,2
556,1,567,0,1070,0,45,3
967,2,811,0,104,0,34,2
720,1,1803,1,773,2,19,1
1748,1,1910,1,792,1,17,3
1330,1,408,2,191,0,48,3
1143,1,847,2,1739,2,70,1
977,1,1523,1,1653,0,61,1
1487,1,538,1,700,0,67,3
668,1,299,0,1298,1,22,2
429,2,867,2,1220,2,100,1
1445,1,941,2,534,0,62,3
82,1,13,1,89,1,93,3
1391,1,1955,0,1378,0,17,3
1203,2,553,1,1040,0,34,1
591,0,1999,1,1922,2,36,2
1171,1,1495,2,713,2,47,2
274,0,301,0,961,1,33,1
806,1,971,0,1757,1,99,2
559,1,542,0,1523,1,52,2
35,1,529,1,615,2,27,1
1458,2,641,2,1935,0,26,2
210,0,209,0,1295,0,34,1
1107,1,1092,0,633,1,97,3
1574,1,1315,0,1931,2,58,1
228,1,1056,2,744,1,49,1
239,2,854,1,1435,0,75,1
1651,0,1532,2,1984,2,55,1
379,1,1604,2,1312,1,97,2
1045,2,1767,1,166,1,60,1
894,0,913,0,203,0,50,1
315,2,156,0,433,0,27,2
1184,1,1105,0,545,2,78,2
409,1,248,0,508,2,52,2
1589,1,1088,1,207,2,48,1
1077,1,1958,0,1,1,65,1
412,2,617,1,1196,0,21,1
1181,1,819,1,581,1,29,2
1309,2,1714,0,633,1,89,2
1163,1,961,1,17,1,20,2
560,1,600,1,83,0,41,2
777,1,1878,0,1370,0,21,2
1718,1,1012,2,106,0,46,2
1117,2,705,2,1452,2,56,1
1567,2,267,0,1194,1,18,2
107,2,1082,1,441,2,57,3
1076,2,1126,1,985,2,61,3
1332,2,1044,0,1927,2,21,2
1624,2,19,1,248,0,18,1
137,2,1333,0,1945,0,88,1
1613,2,1122,2,1207,0,23,2
353,0,344,1,1124,2,19,1
226,2,1538,0,526,0,52,3
931,2,1270,0,485,2,20,1
935,0,573,2,1807,0,44,2
1625,1,654,0,1800,0,30,3
375,2,1600,1,962,2,98,1
450,1,747,1,469,0,55,3
1673,1,468,0,438,1,86,2
760,2,175,2,758,1,59,2
633,1,1280,1,1972,1,67,2
1268,0,1146,1,467,2,84,1
577,0,1008,1,675,1,45,3
1162,2,1522,0,1723,1,47,2
813,1,140,2,166,1,44,2
1393,2,967,2,684,2,16,3
1405,2,1076,2,930,2,27,2
1309,2,362,0,942,2,16,2
1415,0,606,1,1848,2,26,1
1792,0,778,1,710,0,26,1
906,2,380,2,1731,2,74,1
1838,0,859,2,333,0,66,3
207,2,939,2,1868,0,65,1
379,1,125,1,773,2,52,1
799,0,1925,1,1578,1,75,3
573,2,1356,0,1852,0,64,3
396,1,1815,1,1206,2,62,3
743,0,1869,0,1072,0,95,3
242,1,124,0,68,2,44,2
380,2,1083,0,1851,2,89,3
1631,1,165,2,116,1,20,2
1069,1,418,2,636,0,58,3
590,1,469,0,1397,0,47,3
439,0,696,0,1296,2,29,2
706,0,750,0,574,0,89,1
1380,0,1436,0,1327,0,43,3
1413,1,36,1,932,2,84,3
405,1,1822,2,1801,2,92,2
1616,0,1078,1,466,2,25,1
886,2,1095,2,1903,0,54,2
1751,0,1879,2,653,2,54,3
458,2,753,0,295,2,66,3
622,0,805,0,1887,2,85,1
1544,1,490,2,1525,2,90,3
1234,0,121,0,1702,1,24,3
1073,2,289,1,228,1,68,3
1220,2,176,1,1857,0,60,1
1537,2,721,1,1860,0,65,1
65,0,652,1,56,1,81,2
647,2,1122,2,883,1,76,3
310,2,1419,1,468,0,58,1
1342,0,1765,0,1797,2,76,2
973,0,1097,1,1829,2,15,1
1514,2,1875,2,1650,0,44,3
476,0,201,0,761,0,36,1
667,2,998,1,1709,2,63,2
155,0,92,1,1403,0,35,2
1178,1,1803,1,252,0,42,2
1587,0,326,0,1827,1,67,1
1840,1,1409,2,150,2,52,2
1822,2,774,0,87,1,64,3
1697,2,1089,2,137,2,52,2
318,2,1750,1,1828,2,52,1
234,2,1723,1,73,0,37,2
1184,1,1639,2,566,0,19,3
915,1,1979,2,1863,0,97,1
1546,1,1346,1,1534,1,32,2
1932,2,587,1,764,1,27,1
1967,2,1557,1,1974,0,35,1
1057,0,801,0,1133,1,99,2
177,2,1844,2,174,2,48,1
1755,1,289,1,1360,1,64,3
1477,1,1804,1,830,2,81,3
227,0,1449,2,141,2,27,1
860,0,680,1,713,2,86,2
68,2,177,2,816,0,25,1
1597,1,714,1,615,2,100,2
1856,0,1648,1,700,0,48,2
770,2,1211,0,41,0,33,2
682,1,1475,0,1361,2,85,1
53,1,1375,1,826,1,76,3
1932,2,1204,1,1825,0,45,2
423,1,1894,0,426,2,26,3
1896,1,1817,2,1968,2,29,1
289,1,1106,2,926,2,86,3
190,1,832,1,1966,1,48,3
697,1,1502,0,438,1,72,3
1605,2,1562,1,923,0,84,3
1711,1,1894,0,1524,0,84,3
222,0,779,2,1542,2,75,1
